Page/group,Date of obs,Date of pub,Period of obs,Brief description,Content Type,Strategies,Calls to action,Engagement metrics,Like ,Heart,Haha,Angry,Surprised,Sad,Cares (new),Comments (No.),,Shares,"Fact checking, if possible"
We Support Narendra Modi,29th July,29th July,11am-7pm,clip of Republic TV Arnab Goswami coverage of SRK and his picture with an apparent ISI affiliate. Goswami says SRK is crores deep in business with the ISI person. Baseless links from SRK and implied muslim actors in bollywood with Pakistani or anti Indian elements. Caption reads boycott bollywood.,C3,S2,,,33,,,,,,,2,,,
We Support Narendra Modi,29th July,29th July,11am-7pm,"video of Yogi talking about Ram mandir in an old speech, saying that there would be no violence caused by constructing the ram mandir and that if anyone has the gall to oppose this, let them try their luck",C3,S4,,,169,12,1,,,1,,5,,,
We Support Narendra Modi,29th July,29th July,11am-7pm,"video about illegal capture of land by Muslims in Sanjay Van, New Delhi - points out 'fresh cement' of mazars, shrines at dargah area and says that the DDA and police have been complicit in allowing this to happen. Captioned ""Beware Hindus, the threat is standing at our heads, this illegal occupation is for now being done on government land, if you do not wake up, then it will start occupying the houses. Oppose. Jai Shri Ram"" --- fake news. Link in notes about history of the dargah and shrines in the area.",C3,"S1, S2",,,4,1,,,,,,,,,
We Support Narendra Modi,29th July,29th July,11am-7pm,"Republic TV clip of Arnab goswami talking about Owaisi and tukde tukde gang posing a threat to Ram Mandir and bhumi pujan by remembering Babri Masjid. Goswami equates criticizing Ram Mandir as the same as being anti-India, and responds to a panelist who raises questions of secularism being damaged by GOI having active involvement in Bhumi Pujan by saying that Hinduism has been in danger from such 'secularism'. Captioned ""Why are secular and jihadi insects cribbing about Bhumi Pujan?""",C3,"S1, S2, S4",,,7,,,,,,,,,,
Rashtriya Swayamsevak Sangh,29th July,29th July,11am-7pm,"old b&w picture of Indians aboard a railway engine. Caption a very long monologue about 'the terrible forgotten Indian history' - basically all about Muslim conversion and Islamization of Bengal and Kashmir, dissolution of Hindu culture and traditions. ",C4,,,,4,,,,,,,2,,,
Rashtriya Swayamsevak Sangh,29th July,29th July,11am-7pm,"Poster that talks about Muslim boys being taught to practice beheading animals for bakra eid, saying 8-13 year old boys practice on chickens, 14-20 year old boys behead goats and 21+ years of age boys do it to cows. Ultimately the idea is that when the time comes they will be able to do it to non-Muslims. Comments say Hindus should know this, and they insult Muslims. No one calls it fake news or propaganda, which it clearly is.",C4,"S1, S2",,,33,3,,3,,,,6,,,
Rashtriya Swayamsevak Sangh,29th July,29th July,11am-7pm,"states ""Is it right to give exemption under ST, SC Act to people converted to Muslim or Christian religion. I don't feel right .. and you..🚩🚩"" --- if read in the context of 'akhand bharat' and ghar wapsi, these people believe that all non Hindus are converts somewhere down their ancestral line. So it could mean to take away ST SC status from all non-Hindus in general.",C5,"S2, S4",,,8,,,,,,,,,,
Rashtriya Swayamsevak Sangh,29th July,28th July,11am-7pm,"Video of a group of people in a room, with one woman holding another woman and crying. No words discernable. Captioned ""This video of a Hindu mother in Kerala, falling on the feet of her daughter and begging her to not leave, as the courts gave consent to go ahead with love Jihad, is heart breaking. Parents raise their kids, make sacrifices to give the kids the best life they can afford, kids grow up and show their gratitude like this... #LoveJihad. Via: Prateesh Viswanath twitter""",C3,"S1, S2",,,,,,,,,,,,,
Rashtriya Swayamsevak Sangh,29th July,28th July,11am-7pm,"Picture of what looks like statue of an old man who has been cut down the middle with a butcher's knife. Captioned ""This is what the Mughals did to Sanatan Dharm gurus who refused to convert to Islam. Why should followers of Sanatan Dharm now become secular (current meaning of the term)?. Hindus are secular by default by birth and sense of life, which is not true of followers of Islam take for example what happened to Kashmiri Pandits (read Hindus) in the Kashmir valley they were raped tortured murdered and driven out of their homes and land, made refugees in their own country.""",C4,S2,,,6,,,5,,4,,1,,,
Rashtriya Swayamsevak Sangh,29th July,29th July,11am-7pm,"stating ""#Faiz_Khan is requested not to go to Ayodhya with soil, instead you should go to Mathura, Kashi with a spade and shovel. We are all with you. Jai Shri Ram""",C3,S3,,,23,,,,,,,1,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),29th July,29th July,11am-7pm,"post about how Bhumi Pujan on 5th Aug this year has been awaited for 493 years, it is bigger than Diwali and that all Hindus must light diyas in their houses to mark the event. Comments agree",C4,S4,,,67,7,,,,,1,4,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),29th July,29th July,11am-7pm,"stating ""In one thing, I want to ask those Hindus who support the Congress party like the Congress, is Lord Ram not your God?""",C5,S4,,,11,,,,,,,13,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),29th July,28th July,11am-7pm,"video of Kalyan Singh's speech in 1992 after Babri masjid demolition, praising his own decision to not shoot down or forcefully stop the karsevaks from their task. Captioned ""Had Kalyan Singh not been there, neither the disputed structure would have broken and neither would we have been celebrating the joy of building a Ram temple today. Kalyan Singh, the only leader who gave up his chair for Lord Rama. Listen to what Kalyan Singh Ji said in 1992""",C3,S4,,,4,,,,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),29th July,29th July,11am-7pm,"picture of a sword, caption talks about how ""We Hindus forget very quickly. *In just 3 months we forgot Tablighi Jamaat and Maulana Saad. * में In just 2 months we forgot Palghar. * In a few days we will forget China as well as today we are forgetting Pakistan and Pulwama * We forgot the atrocities of the Mughals for 800 years; We forgot the atrocities of the British for 200 years * The fact is that our opposition and our fight is changing daily. We have neither permanent resistance nor permanent fight."" Goes on to say ""This habit of forgetting is the reason for our destruction* Religion defense should not be a momentary charge, China, Pakistan, terrorism politics, all this is today, not tomorrow but religion is the all time true and religion is permanent struggle.* The eternal enemy of every Sanatani is Islam only.* Pay attention to the original crusade left over from spending your energy in momentary opposition, because if our religion is not left then our existence will disappear.""",C4,"S1, S2, S4",,,4,,,,,,,1,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),29th July,28th July,11am-7pm,"Video of Narsinghanand being interviewed, saying that Indian Muslims have designated Ram as Imam-e-Hind which is dangerous because Imams are ultimately subservient to Muhammad. Thus if Rama is nothing more than an Imam of a society i.e. Hindustan, ultimately he too will be part of ghazwa-e-Hind, i.e. final conquest of India / Islamization of India. He says we must all be aware and watch out. Captioned ""Narasinghanand Saraswati, explaining the meaning of Imam-e-Hind""",C3,S2,,,6,1,,,,,,,,,
Vishwa Hindu Parishad,29th July,29th July,11am-7pm,"video of a guru from an organization called Bhagwati Manav Kalyan Sangathan speaking about 'award wapsi' and 'tukde tukde gang' - basically condemning trivialization of Hindu culture by applauding people who are anti-national or just non Hindu, like Adnan Sami. ",C3,S2,,,1,,,,,,,,,,
We Support Narendra Modi,30th July,29th July,10:30am-6:30pm,"clip of Republic TV debate with Arnab on the topic of Ayodhya, with Sambit Patra yelling at another panelist ""Maulana sit down, sit and listen no matter how much you shout, the temple will be made right there ['mandir wahi banega']""",C3,S4,,,246,27,33,,1,,,18,,,
We Support Narendra Modi,30th July,30th July,10:30am-6:30pm,"stating ""* If you want to see news on the 5th of August, watch ZEE News, * If you want to have fun, Republic Bharat * And if you want to see suffering, then watch NDTV""",C5,S3,,,67,1,23,,,,,11,,,
We Support Narendra Modi,30th July,30th July,10:30am-6:30pm,"FB live video of Narsinghanand Saraswati, he's sitting in a car and says he is being arrested - shows police car following his - says he was on his way to Ayodhya to ensure no Muslim (ref to Faiz Khan) touches the foundation of the ram mandir. But it appears the police stopped him enroute and is escorting him back to Ghaziabad. He says this is the first time he has ever been stopped from professing his views and that all Hindus are doomed because anyone who speaks up about the Muslim threat to India starts facing backlash these days. He says ""beware Hindus, Muslims will eat up all your children"" ""the police can't catch Maulana Saad but they do this to me because I am weak, and that is because Hindus are not speaking up"". The live feed gets cut off midsentence as he is complaining about the govt coming down on him.",C3,"S2, S4",,,,,,,,,,,,,
We Support Narendra Modi,30th July,30th July,10:30am-6:30pm,"stating that Ayodhya saints have said that if Muslims were to make schools and hospitals on the land they are allocated (presumably in the Ayodhya verdict) then even they, the saint, would cooperate with them.",C5,,,,37,,,,,,,,,,
We Support Narendra Modi,30th July,30th July,10:30am-6:30pm,"stating ""They'll get a CBI investigation on every scandal but won't investigate the murder of Palghar saints? How to believe that Uddhav Thackeray is a devotee of Shri ram?""",C5,,,,69,,,,,,,5,,,
We Support Narendra Modi,30th July,30th July,10:30am-6:30pm,"stating ""In 2002, Doordarshan's telecast of Hajj and Mother Teresa's broadcast was secular but Ram Lala's Bhoomi Poojan is communal. Have some shame""",C5,S2,,,16,,,,,,,,,,
Rashtriya Swayamsevak Sangh,30th July,30th July,10:30am-6:30pm,"2 videos, one shows a car driving along a road with apparently Faiz Khan inside. Second video shows Faiz Khan describing his journey on foot to Ayodhya, holding mud from Kaushalya mata mandir in Raipur in honor of bhumi pujan. He is also talking about his own faith in Ram and Hinduism despite being born into a Muslim family. Captioned ""This is Faiz ji .. Pretending to go to Ayodhya on foot .. Enjoying and moving in the car. What do you do .. Why pretend to walk? Telling you are going in the car .. !!""",C3,,,,3,,4,1,,,,5,,,
Rashtriya Swayamsevak Sangh,30th July,30th July,10:30am-6:30pm,content unavailable,Content unavailable,,,,,,,,,,,,,,
Rashtriya Swayamsevak Sangh,30th July,30th July,10:30am-6:30pm,"Poster of a bunch of actors and directors in Bollywood, with the words 'Boycott their movies'. Caption reads ""So many planned murders......So death punishment must be there. To be hanged till death."" --- the faces included are the 'Khans', Karan Johar, Alia Bhatt, Mahesh Bhatt, Varun Dhawan, Shahid Kapoor, Sara ali Khan, etc. Clearly this is to do with Sushant Singh's death and the people singled out are either Muslim or offspring of established actors (nepotism debate - this also includes Karan Johar who is known to establish 'star kids').",C4,,A2,,,,,,,,,,,,
